vendor	name	url	enable_proxy	description	more_info	subjects	content_id
SpringerLink	Springer Palgrave Social Sciences Collection 2008	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer Palgrave Religion & Philosophy Collection 2011	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer Earth and Environmental Science eBooks 2016 English+International	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Springer is a leading global scientific, technical and medical portfolio, providing researchers in academia, scientific institutions and corporate R&D departments with quality content through innovative information, products and services.			
SpringerLink	Springer Palgrave Political Science Collection 2013	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer Physics and Astronomy eBooks 2017 English+International	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer Palgrave Business & Management Collection 2008	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer Palgrave Religion & Philosophy Collection 2014	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer English/International eBooks 2007 - Full Set	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Springer is a leading global scientific, technical and medical portfolio, providing researchers in academia, scientific institutions and corporate R&D departments with quality content through innovative information, products and services.			
SpringerLink	Springer Palgrave Economics & Finance Collection 2013	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer Palgrave Religion & Philosophy Collection 2006	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer Palgrave Political Science Collection 2015	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer Palgrave Religion & Philosophy Collection 2009	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer Palgrave Theatre & Performance Collection 2015	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer Palgrave Media & Culture Collection 2015	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer Palgrave Intern. Relations & Development Collection 2015	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer Palgrave Social Sciences Collection 2015	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer Palgrave Intern. Relations & Development Collection 2011	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer Behavioral Science and Psychology eBooks 2018 English+International	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Springer is a leading global scientific, technical and medical portfolio, providing researchers in academia, scientific institutions and corporate R&D departments with quality content through innovative information, products and services.			
SpringerLink	Springer Palgrave Political Science Collection 2014	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer Palgrave Political Science Collection 2010	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer Palgrave Economics & Finance Collection 2012	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer Mathematics and Statistics eBooks 2017 English+International	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Springer is a leading global scientific, technical and medical portfolio, providing researchers in academia, scientific institutions and corporate R&D departments with quality content through innovative information, products and services.			
SpringerLink	Springer Palgrave Social Sciences Collection 2013	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer Palgrave Literature Collection 2006	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer English/International eBooks 2014 - Full Set	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Springer is a leading global scientific, technical and medical portfolio, providing researchers in academia, scientific institutions and corporate R&D departments with quality content through innovative information, products and services.			
SpringerLink	Springer Palgrave Language & Linguistics Collection 2014	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer Palgrave Literature & Performing Arts Collection 2011	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer Chemistry and Materials Science eBooks 2018 English+International	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Springer is a leading global scientific, technical and medical portfolio, providing researchers in academia, scientific institutions and corporate R&D departments with quality content through innovative information, products and services.			
SpringerLink	Springer Palgrave Language & Linguistics Collection 2009	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer Computer Science eBooks 2016 English+International	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Springer is a leading global scientific, technical and medical portfolio, providing researchers in academia, scientific institutions and corporate R&D departments with quality content through innovative information, products and services.			
SpringerLink	Springer Palgrave Economics & Finance Collection 2006	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer Palgrave Religion & Philosophy Collection 2012	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer Palgrave Language & Linguistics Collection 2007	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer Palgrave Education Collection 2009	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer Palgrave Language & Linguistics Collection 2008	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer English/International eBooks 2012 - Full Set	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Springer is a leading global scientific, technical and medical portfolio, providing researchers in academia, scientific institutions and corporate R&D departments with quality content through innovative information, products and services.			
SpringerLink	Springer Palgrave Intern. Relations & Development Collection 2012	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer Palgrave Theatre & Performance Collection 2009	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer Palgrave Literature Collection 2014	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer Palgrave Literature & Performing Arts Collection 2007	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer English/International eBooks 2006 - Full Set	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Springer is a leading global scientific, technical and medical portfolio, providing researchers in academia, scientific institutions and corporate R&D departments with quality content through innovative information, products and services.			
SpringerLink	Springer Palgrave Political & Intern. Studies Collection 2011	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer Palgrave History Collection 2011	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer Behavioral Science and Psychology eBooks 2016 English+International	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Springer is a leading global scientific, technical and medical portfolio, providing researchers in academia, scientific institutions and corporate R&D departments with quality content through innovative information, products and services.			
SpringerLink	Springer Computer Science eBooks 2018 English+International	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Springer is a leading global scientific, technical and medical portfolio, providing researchers in academia, scientific institutions and corporate R&D departments with quality content through innovative information, products and services.			
SpringerLink	Springer Biomedical and Life Sciences eBooks 2018 English+International	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Springer is a leading global scientific, technical and medical portfolio, providing researchers in academia, scientific institutions and corporate R&D departments with quality content through innovative information, products and services.			
SpringerLink	Springer Palgrave Media & Culture Collection 2012	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer Palgrave Economics & Finance Collection 2015	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer Palgrave Economics & Finance Collection 2009	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer Palgrave Theatre & Performance Collection 2014	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer History eBooks 2018 English+International	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Springer is a leading global scientific, technical and medical portfolio, providing researchers in academia, scientific institutions and corporate R&D departments with quality content through innovative information, products and services.			
SpringerLink	Springer Engineering eBooks 2018 English+International	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Springer is a leading global scientific, technical and medical portfolio, providing researchers in academia, scientific institutions and corporate R&D departments with quality content through innovative information, products and services.			
SpringerLink	Springer Chemistry and Materials Science eBooks 2017 English+International	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Springer is a leading global scientific, technical and medical portfolio, providing researchers in academia, scientific institutions and corporate R&D departments with quality content through innovative information, products and services.			
SpringerLink	Springer Palgrave Social & Cultural Studies Collection 2014	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer Palgrave Religion & Philosophy Collection 2007	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer Palgrave Political Science Collection 2011	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer Palgrave Social & Cultural Studies Collection 2009	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer Palgrave Business & Management Collection 2006	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer Palgrave Political & Intern. Studies Collection 2012	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer Chemistry and Materials Science eBooks 2016 English+International	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Springer is a leading global scientific, technical and medical portfolio, providing researchers in academia, scientific institutions and corporate R&D departments with quality content through innovative information, products and services.			
SpringerLink	Springer Palgrave Media & Culture Collection 2014	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer Palgrave Media & Culture Collection 2010	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer Palgrave Education Collection 2008	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer Physics and Astronomy eBooks 2018 English+International	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Springer is a leading global scientific, technical and medical portfolio, providing researchers in academia, scientific institutions and corporate R&D departments with quality content through innovative information, products and services.			
SpringerLink	Springer Palgrave Media & Culture Collection 2007	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer Professional and Applied Computing eBooks 2017 English+International	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Springer is a leading global scientific, technical and medical portfolio, providing researchers in academia, scientific institutions and corporate R&D departments with quality content through innovative information, products and services.			
SpringerLink	Springer Palgrave Political & Intern. Studies Collection 2015	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer Palgrave History Collection 2010	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer Palgrave Education Collection 2005	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer English/International eBooks 2008 - Full Set	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Springer is a leading global scientific, technical and medical portfolio, providing researchers in academia, scientific institutions and corporate R&D departments with quality content through innovative information, products and services.			
SpringerLink	Springer Palgrave Political & Intern. Studies Collection 2014	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer Palgrave Economics & Finance Collection 2011	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer Palgrave Literature & Performing Arts Collection 2005	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer Social Sciences 2016 English+International	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Springer is a leading global scientific, technical and medical portfolio, providing researchers in academia, scientific institutions and corporate R&D departments with quality content through innovative information, products and services.			
SpringerLink	Springer Law and Criminology eBooks 2018 English+International	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Springer is a leading global scientific, technical and medical portfolio, providing researchers in academia, scientific institutions and corporate R&D departments with quality content through innovative information, products and services.			
SpringerLink	Springer Palgrave Social Sciences Collection 2010	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer Palgrave Education Collection 2015	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer Palgrave Literature Collection 2009	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer Mathematics and Statistics eBooks 2018 English+International	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Springer is a leading global scientific, technical and medical portfolio, providing researchers in academia, scientific institutions and corporate R&D departments with quality content through innovative information, products and services.			
SpringerLink	Springer Palgrave Literature Collection 2010	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer Economics and Finance eBooks 2018 English+International	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Springer is a leading global scientific, technical and medical portfolio, providing researchers in academia, scientific institutions and corporate R&D departments with quality content through innovative information, products and services.			
SpringerLink	Springer Palgrave Political & Intern. Studies Collection 2007	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer Palgrave Education Collection 2013	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer Palgrave Social & Cultural Studies Collection 2006	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
SpringerLink	Springer Palgrave Religion & Philosophy Collection 2005	http://aus.idm.oclc.org/login?url=http://link.springer.com/search?facet-content-type=Book	1	Palgrave Macmillan is a global academic and business publisher for the Humanities and Social Sciences (HSS). Palgrave Macmillan is part of the newly formed Springer Nature, the world’s largest academic book publisher, publisher of the world’s highest impact journals and a pioneer in the field of open research.			
